0
A 1 Credit 82820 E 0.0
B 2 Credit 124107 A 0.0
B 2 Account 76654 C 0.007979154586791992
D 0 Account 5352437 E 0.007979154586791992
A 1 Account 41815 E 0.008975744247436523
C 1 Account 11716 E 0.008975744247436523
D 1 Credit 18574 E 0.008975744247436523
A 1 Credit 94499 E 0.008975744247436523
B 0 Credit 99345 E 0.008975744247436523
C 1 Account 85209 E 0.008975744247436523
D 1 Credit 97202 E 0.008975744247436523
A 2 Credit 22484 C 0.008975744247436523
B 1 Credit 35762 E 0.008975744247436523
D 0 Account 3051575 E 0.008975744247436523
B 1 Account 21230 E 0.009973287582397461
D 0 Credit 687137 E 0.009973287582397461
C 0 Credit 589417 E 0.009973287582397461
D 0 Credit 944844 E 0.009973287582397461
A 0 Credit 53460 E 0.010970592498779297
B 1 Account 13988 E 0.010970592498779297
C 0 Credit 73796 E 0.010970592498779297
D 1 Account 57660 E 0.010970592498779297
B 0 Account 279557 E 0.010970592498779297
D 2 Account 3137171 A 0.010970592498779297
A 1 Account 86719 E 0.010970592498779297
B 0 Account 608751 E 0.010970592498779297
A 1 Account 66 E 0.011967897415161133
B 1 Account 16216 E 0.011967897415161133
C 1 Credit 50910 E 0.011967897415161133
D 0 Account 2196113 E 0.011967897415161133
B 0 Credit 91097 E 0.011967897415161133
C 1 Credit 46673 E 0.011967897415161133
D 0 Account 5564373 E 0.011967897415161133
A 1 Credit 92270 E 0.011967897415161133
B 0 Account 307855 E 0.011967897415161133
C 2 Credit 234897 A 0.011967897415161133
B 2 Account 657912 C 0.01296544075012207
C 1 Account 30168 E 0.01296544075012207
D 0 Credit 3641390 E 0.01296544075012207
B 1 Credit 67190 E 0.01296544075012207
C 2 Account 1610925 B 0.01296544075012207
D 1 Account 90978 E 0.01296544075012207
A 2 Account 445291 C 0.01296544075012207
B 1 Account 9334 E 0.01296544075012207
C 1 Credit 55802 E 0.01296544075012207
D 2 Credit 3311758 A 0.01296544075012207
A 1 Account 75347 E 0.013962745666503906
B 2 Account 805568 A 0.013962745666503906
B 2 Account 573632 D 0.013962745666503906
C 2 Account 167167 D 0.013962745666503906
A 1 Account 88007 E 0.013962745666503906
B 2 Account 737192 D 0.013962745666503906
C 1 Credit 23799 E 0.013962745666503906
C 2 Account 514004 A 0.01495981216430664
A 1 Credit 19605 E 0.01495981216430664
B 1 Credit 98096 E 0.01495981216430664
C 2 Account 616959 A 0.01495981216430664
A 2 Account 178505 B 0.015957355499267578
C 2 Account 1284451 B 0.015957355499267578
D 1 Account 58630 E 0.015957355499267578
A 0 Account 150158 E 0.015957355499267578
C 0 Account 788977 E 0.015957355499267578
D 1 Credit 22330 E 0.015957355499267578
A 0 Credit 16524 E 0.015957355499267578
C 0 Credit 595550 E 0.015957355499267578
B 2 Credit 67615 A 0.016954898834228516
C 1 Credit 9983 E 0.016954898834228516
D 0 Account 678899 E 0.016954898834228516
B 1 Account 91500 E 0.016954898834228516
C 2 Account 471562 B 0.016954898834228516
D 0 Credit 1271412 E 0.016954898834228516
A 0 Account 1015219 E 0.016954898834228516
B 2 Credit 62267 C 0.016954898834228516
C 1 Credit 69344 E 0.016954898834228516
D 1 Account 68572 E 0.016954898834228516
A 1 Credit 72344 E 0.01795196533203125
B 1 Credit 38338 E 0.01795196533203125
C 2 Account 627950 B 0.01795196533203125
B 0 Credit 77000 E 0.01795196533203125
A 2 Account 23306 B 0.01795196533203125
B 1 Account 91542 E 0.01795196533203125
C 1 Account 66471 E 0.01795196533203125
D 1 Credit 21959 E 0.01795196533203125
B 0 Account 769788 E 0.018949270248413086
C 2 Account 1416141 B 0.018949270248413086
D 1 Credit 4296 E 0.018949270248413086
C 1 Account 58496 E 0.018949270248413086
D 1 Account 33341 E 0.018949270248413086
A 2 Account 346354 B 0.018949270248413086
B 2 Account 832683 C 0.018949270248413086
C 1 Account 73364 E 0.018949270248413086
A 0 Account 1158812 E 0.01994633674621582
C 1 Account 1383 E 0.01994633674621582
A 0 Credit 16154 E 0.01994633674621582
B 2 Account 627454 D 0.01994633674621582
C 2 Credit 232812 D 0.01994633674621582
A 1 Credit 29113 E 0.020943880081176758
C 2 Credit 416459 B 0.020943880081176758
D 0 Credit 3226089 E 0.020943880081176758
B 0 Account 23778 E 0.020943880081176758
C 2 Account 1429462 D 0.020943880081176758
D 0 Credit 3571090 E 0.020943880081176758
A 1 Credit 45165 E 0.020943880081176758
C 0 Account 1672133 E 0.020943880081176758
D 0 Credit 2754170 E 0.020943880081176758
A 1 Account 14253 E 0.021941661834716797
A 0 Account 1039671 E 0.021941661834716797
B 2 Account 503666 C 0.021941661834716797
A 1 Credit 65469 E 0.021941661834716797
B 0 Credit 62531 E 0.021941661834716797
C 0 Account 1801405 E 0.021941661834716797
D 2 Account 2622774 C 0.021941661834716797
A 2 Account 231279 B 0.02293872833251953
B 0 Credit 39631 E 0.02293872833251953
C 1 Credit 56256 E 0.02293872833251953
D 0 Account 203710 E 0.02293872833251953
A 0 Credit 43383 E 0.02293872833251953
B 1 Account 82644 E 0.02293872833251953
D 2 Account 483346 C 0.02293872833251953
B 2 Credit 87839 A 0.023970603942871094
D 0 Credit 2976426 E 0.023970603942871094
A 1 Credit 1183 E 0.023970603942871094
B 2 Credit 13233 D 0.023970603942871094
C 2 Credit 370570 D 0.023970603942871094
A 1 Account 44365 E 0.02496814727783203
B 0 Credit 161802 E 0.02496814727783203
C 0 Credit 349425 E 0.02496814727783203
A 2 Credit 54236 C 0.02496814727783203
B 1 Account 37761 E 0.02496814727783203
A 1 Account 62906 E 0.02496814727783203
B 1 Credit 40510 E 0.02496814727783203
C 1 Account 90347 E 0.02496814727783203
D 2 Credit 751415 A 0.02496814727783203
B 2 Credit 23940 A 0.0259702205657959
C 0 Credit 510081 E 0.0259702205657959
D 1 Credit 90673 E 0.0259702205657959
A 0 Credit 61742 E 0.0259702205657959
B 1 Account 18734 E 0.0259702205657959
C 0 Account 1810660 E 0.0259702205657959
D 2 Account 4458662 A 0.0259702205657959
A 0 Credit 68779 E 0.0259702205657959
C 0 Account 1155484 E 0.0259702205657959
D 0 Account 4527321 E 0.0259702205657959
A 1 Credit 91937 E 0.02692866325378418
C 0 Credit 422655 E 0.02692866325378418
D 1 Account 19229 E 0.02692866325378418
A 1 Account 38320 E 0.02692866325378418
B 2 Account 116814 A 0.02692866325378418
D 2 Account 1502606 C 0.02692866325378418
A 2 Credit 60968 C 0.02692866325378418
C 0 Credit 411611 E 0.02692866325378418
D 0 Account 3743936 E 0.02692866325378418
A 0 Account 446621 E 0.027959823608398438
B 1 Account 45260 E 0.027959823608398438
C 1 Credit 51756 E 0.027959823608398438
D 1 Account 30346 E 0.027959823608398438
C 1 Credit 69076 E 0.027959823608398438
D 2 Account 784597 A 0.027959823608398438
B 1 Credit 13084 E 0.02892327308654785
C 2 Credit 528493 A 0.02892327308654785
D 2 Credit 3025332 C 0.02892327308654785
A 0 Credit 63533 E 0.02892327308654785
C 2 Credit 198998 B 0.02892327308654785
D 2 Credit 3425751 B 0.02892327308654785
B 0 Account 53535 E 0.02892327308654785
C 1 Credit 47578 E 0.02892327308654785
D 2 Account 1805622 A 0.02892327308654785
B 0 Credit 83398 E 0.02992105484008789
C 0 Credit 211000 E 0.02992105484008789
B 1 Account 46576 E 0.02992105484008789
C 0 Credit 431242 E 0.02992105484008789
D 0 Account 329790 E 0.02992105484008789
A 2 Credit 11861 D 0.030919551849365234
B 1 Account 32840 E 0.030919551849365234
C 1 Credit 25719 E 0.030919551849365234
A 2 Account 8750 C 0.030919551849365234
B 1 Credit 78416 E 0.030919551849365234
D 2 Account 4703507 A 0.030919551849365234
A 2 Account 894263 B 0.031917572021484375
C 0 Credit 129708 E 0.031917572021484375
D 1 Account 61332 E 0.031917572021484375
A 2 Account 247177 D 0.031917572021484375
C 1 Credit 86568 E 0.031917572021484375
A 1 Account 1712 E 0.031917572021484375
B 2 Account 367541 D 0.031917572021484375
C 1 Account 9948 E 0.031917572021484375
D 2 Account 5927170 A 0.031917572021484375
A 0 Account 152446 E 0.032912254333496094
B 1 Credit 4051 E 0.032912254333496094
C 0 Credit 186267 E 0.032912254333496094
D 0 Credit 3001425 E 0.032912254333496094
A 1 Credit 88212 E 0.032912254333496094
B 2 Credit 79600 D 0.032912254333496094
C 2 Credit 238614 A 0.032912254333496094
D 1 Credit 91479 E 0.032912254333496094
C 1 Credit 58113 E 0.032912254333496094
D 2 Credit 2055116 B 0.032912254333496094
B 0 Credit 1677 E 0.033910274505615234
D 0 Account 4436980 E 0.033910274505615234
A 1 Account 73225 E 0.033910274505615234
B 2 Credit 12860 A 0.033910274505615234
D 2 Account 5834959 C 0.033910274505615234
A 2 Credit 20813 B 0.033910274505615234
B 2 Credit 14745 D 0.033910274505615234
C 1 Credit 98966 E 0.033910274505615234
A 1 Credit 24543 E 0.03494119644165039
B 2 Account 611713 C 0.03494119644165039
C 1 Credit 72225 E 0.03494119644165039
D 1 Account 31870 E 0.03494119644165039
A 0 Account 1023846 E 0.03494119644165039
B 2 Credit 10342 D 0.03494119644165039
C 2 Account 1602424 A 0.03494119644165039
D 0 Credit 609012 E 0.03494119644165039
B 0 Account 693670 E 0.03593754768371582
C 1 Account 85796 E 0.03593754768371582
D 0 Account 4282104 E 0.03593754768371582
A 0 Account 1074323 E 0.03593754768371582
B 1 Credit 73832 E 0.03593754768371582
D 2 Account 3917465 C 0.03593754768371582
A 2 Account 624419 D 0.03693509101867676
B 0 Credit 35350 E 0.03693509101867676
D 2 Credit 2633917 A 0.03693509101867676
A 2 Credit 14880 B 0.03693509101867676
B 1 Credit 48596 E 0.03693509101867676
C 2 Credit 180605 A 0.03693509101867676
D 2 Credit 2027520 C 0.03693509101867676
A 1 Account 50862 E 0.03793692588806152
B 1 Credit 6934 E 0.03793692588806152
C 1 Account 64223 E 0.03793692588806152
D 0 Credit 2538172 E 0.03793692588806152
A 2 Credit 15575 D 0.03793692588806152
B 0 Credit 159532 E 0.03793692588806152
C 1 Credit 38297 E 0.03793692588806152
A 1 Credit 51527 E 0.03793692588806152
B 0 Credit 5699 E 0.03793692588806152
C 0 Credit 502259 E 0.03793692588806152
D 1 Credit 86439 E 0.03793692588806152
B 1 Credit 98362 E 0.03892922401428223
C 2 Credit 341979 D 0.03892922401428223
D 2 Account 481616 C 0.03892922401428223
A 0 Credit 6668 E 0.03892922401428223
B 0 Credit 91079 E 0.03892922401428223
C 2 Credit 235434 A 0.03892922401428223
D 0 Account 525720 E 0.03892922401428223
B 1 Account 62419 E 0.03892922401428223
C 2 Account 551939 D 0.03892922401428223
A 1 Credit 23435 E 0.03992938995361328
C 2 Account 885614 D 0.03992938995361328
D 0 Account 3703930 E 0.03992938995361328
A 2 Account 1065324 B 0.03992938995361328
A 2 Credit 55957 B 0.03992938995361328
B 2 Credit 30649 A 0.03992938995361328
C 1 Account 50020 E 0.03992938995361328
B 1 Credit 60181 E 0.040924787521362305
C 0 Credit 481104 E 0.040924787521362305
D 0 Credit 436554 E 0.040924787521362305
A 2 Account 588215 C 0.040924787521362305
C 2 Account 1574115 A 0.040924787521362305
D 0 Account 1605544 E 0.040924787521362305
A 0 Account 111340 E 0.041921138763427734
B 1 Credit 32749 E 0.041921138763427734
C 0 Account 1514496 E 0.041921138763427734
D 0 Account 383710 E 0.041921138763427734
A 2 Credit 10656 C 0.041921138763427734
B 0 Credit 70844 E 0.041921138763427734
C 0 Account 698935 E 0.041921138763427734
A 1 Account 37554 E 0.041921138763427734
B 2 Credit 54598 A 0.041921138763427734
