Data 1: Genesis Block,Current Hash:  89eb0ac031a63d2421cd05a2fbe41f3ea35f5c3712ca839cbf6b85c4ee07b7a3,Previous Hash:   0
"Data 2: [[B, 1, Credit, 1034, F, 1.1269896030426025], [Q, 1, Credit, 93366, F, 1.1279866695404053], [Y, 1, Account, 54766, F, 1.1279866695404053]]",Current Hash:  87083b3157fe237f025dcac5017d6d9ec841c8ce22b73ce0b686f2bf00723f41,Previous Hash:   89eb0ac031a63d2421cd05a2fbe41f3ea35f5c3712ca839cbf6b85c4ee07b7a3
"Data 3: [[H, 1, Credit, 61073, F, 1.1309788227081299], [Q, 0, Credit, 30764, F, 1.1319761276245117], [W, 0, Credit, 147665, F, 1.1319761276245117]]",Current Hash:  572f8d43543c6808c7d37d48b59c04e319ef8274eb59c1fe3918858e770f60bd,Previous Hash:   87083b3157fe237f025dcac5017d6d9ec841c8ce22b73ce0b686f2bf00723f41
"Data 4: [[B, 0, Credit, 118584, F, 1.1399545669555664], [W, 1, Account, 91976, F, 1.1409521102905273]]",Current Hash:  c8303e031571df449af9ba1452cd358aafdb9030030ef4f793146ed6e1229bd5,Previous Hash:   572f8d43543c6808c7d37d48b59c04e319ef8274eb59c1fe3918858e770f60bd
"Data 5: [[R, 0, Account, 147915, F, 1.142946481704712], [H, 1, Credit, 64250, F, 1.142946481704712], [T, 1, Account, 46345, F, 1.1439437866210938], [D, 1, Credit, 32982, F, 1.1449413299560547], [A, 0, Credit, 19681, F, 1.1459386348724365]]",Current Hash:  efa08af1e8a5635a252a8df5702999c44d78e3892e1bfa9468172da211d6f27f,Previous Hash:   c8303e031571df449af9ba1452cd358aafdb9030030ef4f793146ed6e1229bd5
"Data 6: [[J, 1, Account, 64410, F, 1.1499278545379639], [R, 0, Credit, 7283, F, 1.1509251594543457], [X, 1, Account, 40207, F, 1.1539173126220703]]",Current Hash:  deb796987ab2a430feab637a1bec955782c94e9d0867b0e3322237ffb3d6f468,Previous Hash:   efa08af1e8a5635a252a8df5702999c44d78e3892e1bfa9468172da211d6f27f
"Data 7: [[W, 1, Account, 81029, F, 1.1549146175384521], [X, 1, Credit, 7410, F, 1.1569268703460693], [H, 0, Credit, 97866, F, 1.1569268703460693], [J, 1, Account, 89527, F, 1.1618943214416504], [B, 0, Account, 423409, F, 1.1639292240142822]]",Current Hash:  f5cdf2d32cb5180c1584965babe0a02900dab46d061df2804383a28090a95052,Previous Hash:   deb796987ab2a430feab637a1bec955782c94e9d0867b0e3322237ffb3d6f468
"Data 8: [[A, 0, Credit, 50325, F, 1.166914463043213], [T, 0, Credit, 334757, F, 1.166914463043213], [W, 1, Account, 97430, F, 1.166914463043213]]",Current Hash:  9c976f318895fa250f67cf76f83677ff05b934bd0ccaf1de7ecc54b04dbd9c11,Previous Hash:   f5cdf2d32cb5180c1584965babe0a02900dab46d061df2804383a28090a95052
"Data 9: [[R, 0, Credit, 3293, F, 1.1719012260437012], [Q, 1, Account, 53309, F, 1.1719012260437012]]",Current Hash:  b542de3a248d6ef934b4b466ae4fc1f600f3cb5cd262645949c159e1a371e68c,Previous Hash:   9c976f318895fa250f67cf76f83677ff05b934bd0ccaf1de7ecc54b04dbd9c11
"Data 10: [[D, 1, Account, 97464, F, 1.1738972663879395]]",Current Hash:  2bcb32eb177b6eb582344701407607f15ade60393dcd21319f7f53fe40ba1642,Previous Hash:   b542de3a248d6ef934b4b466ae4fc1f600f3cb5cd262645949c159e1a371e68c
