Data 1: Genesis Block,Current Hash:  89eb0ac031a63d2421cd05a2fbe41f3ea35f5c3712ca839cbf6b85c4ee07b7a3,Previous Hash:   0
"Data 2: [[B, 1, Credit, 36339, P, 0.5735006332397461]]",Current Hash:  406d61d682c8b865c12a7160f25aac8f863894d365d145f4a38a64c9fbd8ff10,Previous Hash:   89eb0ac031a63d2421cd05a2fbe41f3ea35f5c3712ca839cbf6b85c4ee07b7a3
"Data 3: [[R, 0, Credit, 9576, P, 0.5735006332397461], [B, 1, Account, 21291, P, 0.5744976997375488], [X, 1, Account, 24830, P, 0.5744976997375488], [J, 1, Account, 34709, P, 0.5744976997375488]]",Current Hash:  e28f650496c113d02b4521fb21fe49a81ee1480e77608696910ed5f87ab8d515,Previous Hash:   406d61d682c8b865c12a7160f25aac8f863894d365d145f4a38a64c9fbd8ff10
"Data 4: [[B, 0, Account, 298053, P, 0.5764918327331543], [C, 0, Credit, 169872, P, 0.5764918327331543]]",Current Hash:  1413b33822931944f9da14e421ad5fe8152ea4eb5a3e7c172a438ab78d72af40,Previous Hash:   e28f650496c113d02b4521fb21fe49a81ee1480e77608696910ed5f87ab8d515
"Data 5: [[J, 1, Credit, 19455, P, 0.5764918327331543], [B, 0, Account, 212188, P, 0.5774893760681152], [R, 1, Account, 23621, P, 0.5774893760681152], [T, 1, Credit, 49060, P, 0.5784873962402344], [W, 1, Credit, 20353, P, 0.5784873962402344]]",Current Hash:  9f04bdee62709e00dd8c4c5016b4c94855c44e0c23b29a5e17119e1b726998cd,Previous Hash:   1413b33822931944f9da14e421ad5fe8152ea4eb5a3e7c172a438ab78d72af40
"Data 6: [[C, 1, Account, 4024, P, 0.5794844627380371], [B, 0, Credit, 149253, P, 0.5804812908172607]]",Current Hash:  4bc0add2c9edb1a135a6f4765b7e310fd806298812912e429dd375619d6220c4,Previous Hash:   9f04bdee62709e00dd8c4c5016b4c94855c44e0c23b29a5e17119e1b726998cd
"Data 7: [[B, 0, Credit, 135047, P, 0.5824766159057617], [R, 0, Credit, 14552, P, 0.5834753513336182], [Q, 1, Account, 53898, P, 0.5844707489013672], [J, 1, Credit, 43949, P, 0.5864663124084473], [C, 1, Account, 26417, P, 0.5874683856964111]]",Current Hash:  178620939c6b487b673ab02a553c8f81d7a4a01f1817f1d59454ec182989e9ac,Previous Hash:   4bc0add2c9edb1a135a6f4765b7e310fd806298812912e429dd375619d6220c4
"Data 8: [[J, 1, Account, 90974, P, 0.5874683856964111], [X, 1, Credit, 681, P, 0.5894579887390137]]",Current Hash:  50a0382e1094b0d8e320ed07784b8ec8ea54c7a1d815f22f18e4e7c605011bec,Previous Hash:   178620939c6b487b673ab02a553c8f81d7a4a01f1817f1d59454ec182989e9ac
"Data 9: [[W, 1, Account, 57025, P, 0.5904607772827148], [A, 0, Credit, 29062, P, 0.591454267501831], [C, 0, Credit, 460706, P, 0.591454267501831]]",Current Hash:  c8da075b886292c9081817b187a15abdb72d03c0055ae0592f86a57de201a96b,Previous Hash:   50a0382e1094b0d8e320ed07784b8ec8ea54c7a1d815f22f18e4e7c605011bec
"Data 10: [[R, 1, Credit, 79155, P, 0.5924496650695801]]",Current Hash:  172d6cec2405291726f14b71e50b2b57f97f24065e120c82a889f4410a18fb5e,Previous Hash:   c8da075b886292c9081817b187a15abdb72d03c0055ae0592f86a57de201a96b
"Data 11: [[T, 1, Account, 73387, P, 0.5934469699859619], [X, 1, Account, 36001, P, 0.594412088394165], [W, 1, Credit, 65001, P, 0.594412088394165]]",Current Hash:  2b488babe1795042b4b7fa419b925a6e87970bc3cddd51a08d0a9872a6942cbc,Previous Hash:   172d6cec2405291726f14b71e50b2b57f97f24065e120c82a889f4410a18fb5e
"Data 12: [[X, 0, Credit, 194802, P, 0.5974400043487549], [T, 1, Account, 20250, P, 0.6004283428192139], [R, 0, Credit, 9531, P, 0.6044173240661621], [Y, 1, Account, 59124, P, 0.6044173240661621]]",Current Hash:  6f3216b6e88b1db87b8bf70fda77dafd785fb26e9f7bb0c5d4764cdd022859d2,Previous Hash:   2b488babe1795042b4b7fa419b925a6e87970bc3cddd51a08d0a9872a6942cbc
"Data 13: [[W, 1, Account, 19214, P, 0.6064136028289795], [T, 0, Credit, 14415, P, 0.6084072589874268], [R, 0, Account, 59291, P, 0.6113660335540771], [D, 1, Account, 61688, P, 0.612363338470459]]",Current Hash:  0c62408ae57d353fc8b74876a098e4d572f477a97b4ea15784417c23353d1111,Previous Hash:   6f3216b6e88b1db87b8bf70fda77dafd785fb26e9f7bb0c5d4764cdd022859d2
"Data 14: [[A, 1, Credit, 10547, P, 0.6143577098846436], [X, 1, Credit, 89464, P, 0.6153552532196045], [R, 0, Credit, 4972, P, 0.6153552532196045], [T, 1, Account, 9002, P, 0.6163525581359863], [D, 0, Account, 1333658, P, 0.6173498630523682], [Q, 1, Credit, 3770, P, 0.6173498630523682]]",Current Hash:  1b6210578073d8db4738e194ded58561a6fcc4d03abc31df031ec8307eac85a5,Previous Hash:   0c62408ae57d353fc8b74876a098e4d572f477a97b4ea15784417c23353d1111
"Data 15: [[W, 1, Account, 82007, P, 0.6213393211364746], [C, 0, Account, 317924, P, 0.6223363876342773], [A, 1, Credit, 39227, P, 0.6233339309692383], [Q, 1, Account, 77934, P, 0.6243312358856201], [Y, 0, Credit, 4767, P, 0.6243312358856201]]",Current Hash:  1ae9a4c28f6a5a7853ac56790b862bcb2ffb38bfdc67d1296f001aa09d139d52,Previous Hash:   1b6210578073d8db4738e194ded58561a6fcc4d03abc31df031ec8307eac85a5
"Data 16: [[D, 1, Credit, 71659, P, 0.6283206939697266], [A, 0, Credit, 30398, P, 0.6283206939697266], [R, 0, Credit, 335, P, 0.6283206939697266]]",Current Hash:  a5d4a3002bdc6e28d22859ec5114557629159a095cf9dab6bd780f1b4d5e2ffd,Previous Hash:   1ae9a4c28f6a5a7853ac56790b862bcb2ffb38bfdc67d1296f001aa09d139d52
"Data 17: [[C, 1, Credit, 12536, P, 0.6333074569702148], [W, 1, Credit, 28333, P, 0.6333074569702148], [B, 1, Account, 31214, P, 0.6393256187438965], [D, 1, Account, 50602, P, 0.6393256187438965]]",Current Hash:  b788845265528b06a4733e001f07e3723387c62174e6d1ba964b424e141e60c4,Previous Hash:   a5d4a3002bdc6e28d22859ec5114557629159a095cf9dab6bd780f1b4d5e2ffd
"Data 18: [[X, 1, Credit, 90107, P, 0.6423163414001465], [J, 1, Account, 93544, P, 0.6442782878875732], [W, 1, Account, 66673, P, 0.6442782878875732], [B, 0, Credit, 60150, P, 0.6442782878875732]]",Current Hash:  3b6421b8412bb4ede8cc31cef5d87dd0e3206d0fb65909a4744a57249a315f71,Previous Hash:   b788845265528b06a4733e001f07e3723387c62174e6d1ba964b424e141e60c4
"Data 19: [[Q, 1, Account, 94263, P, 0.6472694873809814]]",Current Hash:  5055096b9c148bc0f8df0438b1066d2ad82ef774d133268e67fd770b207592a8,Previous Hash:   3b6421b8412bb4ede8cc31cef5d87dd0e3206d0fb65909a4744a57249a315f71
"Data 20: [[R, 1, Credit, 17889, P, 0.6492640972137451], [C, 1, Account, 88000, P, 0.6502618789672852]]",Current Hash:  04cdc8bf37cf6af5789c4871087e5330fa20874483a6b3bda422a1532d7e7294,Previous Hash:   5055096b9c148bc0f8df0438b1066d2ad82ef774d133268e67fd770b207592a8
"Data 21: [[R, 0, Account, 38672, P, 0.6502618789672852], [X, 0, Credit, 58591, P, 0.6522564888000488], [Y, 1, Credit, 39276, P, 0.6522564888000488], [B, 0, Account, 762755, P, 0.6552486419677734], [T, 1, Credit, 41214, P, 0.6552486419677734]]",Current Hash:  9b2a80e3c4234dc4b6066d649e9debaf95634fbb56a0bbfddd1304fb7ad350ba,Previous Hash:   04cdc8bf37cf6af5789c4871087e5330fa20874483a6b3bda422a1532d7e7294
"Data 22: [[T, 1, Account, 46808, P, 0.658240556716919]]",Current Hash:  91b7da768fc743e349edb637b445e7d2340613a3a1f99726b04ef61ff8b73073,Previous Hash:   9b2a80e3c4234dc4b6066d649e9debaf95634fbb56a0bbfddd1304fb7ad350ba
"Data 23: [[X, 0, Credit, 191809, P, 0.6602368354797363]]",Current Hash:  daf7b76d6caad4e682691da13e06186cbe11db80a4a97d32b9cf5d97b6d835ed,Previous Hash:   91b7da768fc743e349edb637b445e7d2340613a3a1f99726b04ef61ff8b73073
"Data 24: [[J, 1, Account, 60798, P, 0.6612341403961182], [W, 1, Account, 70927, P, 0.6652233600616455]]",Current Hash:  d531b1332c965a4c1a97fef0fc0460db59af6143f4a1fd49ae52bd54109e9bfa,Previous Hash:   daf7b76d6caad4e682691da13e06186cbe11db80a4a97d32b9cf5d97b6d835ed
"Data 25: [[Q, 1, Account, 13263, P, 0.6662206649780273], [W, 0, Account, 204255, P, 0.6672179698944092], [Y, 1, Account, 10434, P, 0.668215274810791], [J, 0, Credit, 415544, P, 0.669212818145752]]",Current Hash:  a992b4744b46d372c5b562f3eddcffd330a05638fe225f74b6806e63c46c3ccf,Previous Hash:   d531b1332c965a4c1a97fef0fc0460db59af6143f4a1fd49ae52bd54109e9bfa
